"1iG0909rllw_30","AND THAT WAS REALLY BORING","65","0"
"1iG0909rllw_4","UM I MEAN OBVIOUSLY IT HAD ITS FLAWS","65","0"
"1iG0909rllw_5","BUT CINEMATICLY I THOUGHT IT WAS GOOD QUITE GOOD","65","1"
"1iG0909rllw_6","IT WASIT WAS ENJOYABLE","65","1"
"1iG0909rllw_7","I WASNT THINKING ON HEARING THAT CHRIS WEITZ WAS GONNA START THE NEW MOON BECAUSE OF THE DESTRUCTION THAT WAS PHILLIP PULLMAN THE GOLDEN COMPASS","65","0"
"1iG0909rllw_8","I THOUGHT THAT FILM WAS AWFUL","65","0"
"1iG0909rllw_9","AND I I DIDINT REALLY KNOW WHAT TO EXPECT FROM NEW MOON UM IN TERMS OF HIS DIRECTION","65","0"
"2WGyTLYerpo_1","MUCH SAY THAT I REALLY ENJOYED COWBOYS AND ALIENS","80","1"
"2WGyTLYerpo_10","AND ITS SATISFACTORY","80","1"
"2WGyTLYerpo_11","THE ACTION IS REALLY INTENSE WHICH SURPRISED ME","80","1"
"2WGyTLYerpo_12","I DIDNT EXPECT THE ACTION TO BE SO INTENSE","80","1"
"2WGyTLYerpo_13","THERES SOME REALLY INTENSE ACTION SCENES ESPECIALLY THE SCENE WHEN THE ALIENS FIRST INVADE","80","1"
"2WGyTLYerpo_14","THAT SCENE IS LIKE CRAZY","80","1"
"2WGyTLYerpo_15","IT GAVE ME CHILLS","80","1"
"2WGyTLYerpo_16","I ITS A LOT OF FUN","80","1"
"2WGyTLYerpo_17","THE ACTION IS REALLY COOL","80","1"
"2WGyTLYerpo_18","THE ALIENS ARE REALLY COOL","80","1"
"2WGyTLYerpo_19","ONE THING I LIKE WITH THE ALIENS IS THAT A THEY ARE NOT JUST WEAK LINKS THAT HIDE BEHIND THE TECHNOLOGY","80","1"
"2WGyTLYerpo_2","THERE WAS A LOT OF FUN","80","1"
"2WGyTLYerpo_20","THEY ARE HUGE","80","1"
"2WGyTLYerpo_21","THEYRE REALLY STRONG","80","1"
"2WGyTLYerpo_22","AND THEYRE KIND OF SCARY LOOKING","80","0"
"2WGyTLYerpo_23","I DIDNT EXPECT THAT","80","1"
"2WGyTLYerpo_24","AND ALSO I LIKE HOW ITS KIND OF UPFRONT TO SHOW THEM TO US INSTEAD OF HIDING THEM LIKE SHOWING A LITTLE LIKE AN ARM ON SCENE OR SOMETHING NO THEY JUST STRAIGHT UP SHOW IT TO US","80","1"
"2WGyTLYerpo_25","AND I REALLY ENJOYED THAT","80","1"
"2WGyTLYerpo_26","I IT WAS REALLY COOL WHEN THEY DID THAT","80","1"
"2WGyTLYerpo_27","COZ THE ALIENS WERE REALLY COOL LOOKING","80","1"
"2WGyTLYerpo_28","DANIEL CRAIG DOES A VERY GOOD JOB HERE","80","1"
"2WGyTLYerpo_29","HE KIND OF CHANNELS THE MAN WITH NO NAME CLINT EASTWOOD","80","1"
"2WGyTLYerpo_3","YOU GUYS DONT KNOW WHAT YOURE GONNA GO AND SEE WHEN YOU GO WALK INTO THE MOVIE CALLED COWBOYS AND ALIENS","80","1"
"2WGyTLYerpo_30","AND A LOT OF PEOPLE HAVE BEEN SAYING THAT","80","0"
"2WGyTLYerpo_31","I THINK HE DOES A GREAT JOB AT WHAT HE DOES","80","1"
"2WGyTLYerpo_32","HES A REALLY BAD ASS","80","1"
"2WGyTLYerpo_33","IS REALLY REALLY HARD CORE","80","1"
"2WGyTLYerpo_34","HE DOESNT TAKE CRAP FROM ANYBODY","80","1"
"2WGyTLYerpo_35","AND HE DOES A REALLY GOOD JOB","80","1"
"2WGyTLYerpo_36","ALSO HIS INNOCENT ACCENT IS PRETTY CONVINCING","80","1"
"2WGyTLYerpo_37","HARRISON FORD IS ALSO GOOD","80","1"
"2WGyTLYerpo_38","HES HE GIVES AN ENTERTAINING PERFORMANCE AS THE KIND OF LIKE THE LEADER THE OF THE TOWN","80","1"
"2WGyTLYerpo_39","AT FIRST HES JUST KIND OF LIKE GRUMPY OLD GUY","80","0"
"2WGyTLYerpo_4","IF YOURE EXPECTING SOME ARTSY SERIOUS OSCAR CONTENDER THAN YOURE WRONG","80","0"
"2WGyTLYerpo_40","BUT HE BECOMES MORE LIKEABLE","80","1"
"2WGyTLYerpo_41","HIS GUTS DEVELOPED MORE AS MORE LIKEABLE CHARACTER","80","1"
"2WGyTLYerpo_42","SO YOU CAN CARE ABOUT HIM","80","1"
"2WGyTLYerpo_43","AND ALSOUM OLIVIA WILD SHES PRETTY GOOD","80","1"
"2WGyTLYerpo_44","SHES BEAUTIFUL","80","1"
"2WGyTLYerpo_45","AND SHES NOT A BAD ACTOR","80","1"
"2WGyTLYerpo_46","SHES ACTUALLY PRETTY GOOD","80","1"
"2WGyTLYerpo_47","SHES IN EVERYTHING NOWADAYS","80","1"
"2WGyTLYerpo_48","THERE ARE SOME FLAWS HERE","80","0"
"2WGyTLYerpo_49","AND THERE BUT THEYRE NOT HUGE GLARING FLAWS","80","0"
"2WGyTLYerpo_5","THE ONLY OSCAR THAT I CAN EVEN THING OF IS MAYBE LIKE BEST CINEMATOGRAPHY","80","1"
"2WGyTLYerpo_50","BUT THEY ARE NOTICABLE FLAWS","80","0"
"2WGyTLYerpo_51","SUCH AS SOMETIMES THE ALIENS IN THE WESTERN SETTING DO LOOK A LITTLE GOOFY","80","0"
"2WGyTLYerpo_52","BUT I WAS KIND OF EXPECTING THAT","80","1"
"2WGyTLYerpo_53","I WASNT A HUGE FAN OF IT","80","0"
"2WGyTLYerpo_54","I JUST THOUGHT IT WAS KIND OF STUPID","80","0"
"2WGyTLYerpo_55","AND SOMETIMES IT KIND OF VEERS INTO CLICHE ACTION MOVIE TERRITORY","80","0"
"2WGyTLYerpo_56","LIKE A MOVIE CALLED COWBOYS AND ALIENS A LOT OF PEOPLE WOULD THINK WOULD BE KIND OF LIKE CRAZY","80","0"
"2WGyTLYerpo_57","BUT SOMETIMES IT JUST VEERS ENTIRELY CLICHE ACTION MOVIE TERRITORY AGAIN","80","0"
"2WGyTLYerpo_58","NOT A HUGE FLAW BUT ITS THERE AND ITS NOTICABLE","80","0"
"2WGyTLYerpo_59","OVERALL I REALLY ENJOYED COWBOYS AND ALIENS","80","1"
"2WGyTLYerpo_6","BECAUSE THE CINEMATOGRAPHY IN THIS MOVIE IS GREAT","80","1"
"2WGyTLYerpo_60","AND IM GONNA GIVE IT AN EIGHT OUT OF TEN","80","1"
"2WGyTLYerpo_61","IT WAS REALLY FUN","80","1"
"2WGyTLYerpo_62","A VERY GOOD TIME","80","1"
"2WGyTLYerpo_63","AND I DEFINATELY RECOMMEND YOU CHECK IT OUT IN THEATERS","80","1"
"2WGyTLYerpo_7","AND MAYBE BEST VISUAL EFFECTS","80","1"
"2WGyTLYerpo_8","COZ THE VISUAL EFFECTS ARE PRETTY COOL","80","1"
"2WGyTLYerpo_9","BUT AGAIN YOU YOU CANT EXPECT A HUGE LIKE SURREAL MIND BENDER FROM THE MOVIE CALLED COWBOYS AND ALIENS YO","80","0"
"2iD-tVS8NPw_1","BEFORE I WENT IN TO SEE THE GREEN LANTERN IVE BEEN HEARING ALL THESE LIKE CRITICS BASICALLY JUST TRASHING THIS MOVIE LEFT AND RIGHT","14","0"
"2iD-tVS8NPw_10","AND I JUST HAD FUN WATCHING THIS MOVIE","14","1"
"2iD-tVS8NPw_11","ITS NOT LIKE A DARK MOVIE OR ANYTHING","14","1"
"2iD-tVS8NPw_12","ITS VERY MUCH A LIGHT HEARTED","14","1"
"2iD-tVS8NPw_13","SO ITS PERFECT FOR KIDS AS WELL AS JUST LIKE TEENAGERS AS WELL WHO JUST WANNA SEE A LOT OF EXPLOSIONS AND SOME CRAZY STUFF","14","1"
"2iD-tVS8NPw_14","AND YOU KNOW GOING INTO IT OR THESE WATCHING THE TRAILERS BEFORE HEAD I WAS REALLY KIND OF HESITANT ABOUT SEEING THE GREEN LANTERN IN THE FIRST PLACE","14","0"
"2iD-tVS8NPw_15","BECAUSE IT LOOKS LIKE A CARTOON","14","0"
"2iD-tVS8NPw_16","IM NOT REALLY A HUGE FAN OF HAVING LIKE ALL THESE 3D CHARACTERS","14","0"
"2iD-tVS8NPw_17","BECAUSE I THINK WHY NOT JUST MAKE THIS YOU KNOW MOVIE THIS LIVE ACTION MOVIE AND TALK CARTOON","14","0"
"2iD-tVS8NPw_18","THATS REALLY THE ROUTE THAT YOURE GONNA GO","14","1"
"2iD-tVS8NPw_19","AND IT SEEMED LIKE THEY WERE GONNA GO THAT ROUTE","14","1"
"2iD-tVS8NPw_2","BUT I AT THE SAME TIME I DO WANNA JUST SAY THAT I ENJOYED THIS MOVIE","14","1"
"2iD-tVS8NPw_20","BUT I THINK THERE WAS ALSO SOME SORT OF LIKE UM TONE WITHIN THE ACTUAL UM POWERS OF THE GREEN LANTERN AND HIMSELF AND THAT YOU CAN BASICALLY THINK UP OF ANYTHING AND YOU CAN PROJECT THAT INTO THE REAL LIFE","14","1"
"2iD-tVS8NPw_21","AND I THINK HAVING THIS SORT OF SUPERPOWER ALMOST THIS POWER TO JUST IMAGINE ANYTHING KIND OF JUST UM HELPED ME GET PASSED THAT YOU KNOW THESE ARE ALL CGI CHARACTERS AND SET","14","1"
"2iD-tVS8NPw_22","THIS IS A PLAYGROUND AND THEIR IMAGINARY PLAYGROUND AND ANYTHING CAN HAPPEN ANYTHING THAT WHAT ALSO MADE THE FILM EXCITING","14","1"
"2iD-tVS8NPw_23","BECAUSE YOU DONT ENTIRELY KNOW WHATS COMING NEXT","14","1"
"2iD-tVS8NPw_24","BUT THEN YOU KIND OF LIKE WALK OUT OF THE MOVIE AND YOURE LIKE WELL I I GET WHAT HAPPENED I UNDERSTAND WHAT HAPPENED","14","0"
"2iD-tVS8NPw_25","BUT WHAT WHAT WOULD YOU DO FOR GREEN LANTERN MOVIE 2 THAT WOULD BE EVEN LIKE WORTH WHILE NOW","14","0"
"2iD-tVS8NPw_26","BECAUSE I MEAN IF HES ABLE TO DO ALL OF THIS SORT OF STUFF LIKE HOW YOURE SUPPOSED TO REALLY PUT UP A FORCE THAT CAN PUSH HIM TO THE NEXT LEVEL OR OR DESTROY HIM AT THE SAME TIME","14","1"
"2iD-tVS8NPw_27","AND IT DOES KIND OF A LEA HELPS ALLEVIATE WHAT THAT WHOLE WAS IS ABOUT FIGHTING THE ULTIMATE ENEMY WITHIN THIS FIRST MOVIE AND THAT THE THREAT IS STILL THERE POTENTIALLY SPEAKING","14","1"
"2iD-tVS8NPw_28","SO ITS KIND OF INTERESTING TO SEE UM WHERE THEYRE GONNA BE GOING WITH THAT","14","1"
"2iD-tVS8NPw_29","IM LOOKING FORWARD TO IT IVE GOT TO SAY","14","1"
"2iD-tVS8NPw_3","I ENJOYED IT FOR WHAT IT WAS YOU KNOW","14","1"
"2iD-tVS8NPw_30","ITS NOT LIKE THE GREEN LANTERN IS THE NEXT BATMAN BEGINS OR OR THE DARK NIGHTER","14","0"
"2iD-tVS8NPw_4","ITS A HUGE SORT OF SPECTACLE MOVIE THAT IS GREAT FOR THIS SUMMER TIME YOU KNOW","14","1"
"2iD-tVS8NPw_5","THIS IS A MOVIE THAT YOURE GONNA GO OUT AND SEE","14","1"
"2iD-tVS8NPw_6","AND YOU WANNA SEE IT IN 3D","14","1"
"2iD-tVS8NPw_7","BECAUSE I I WOULD ACTUALLY SAY THIS PROBABLY IS ONE OF THE FIRST MOVIES THIS YEAR THAT IVE SEEN THIS YEAR THAT YOU WANNA SEE IN 3D ESPECIALLY FOR JUST THE OPENING PORTION","14","1"
"2iD-tVS8NPw_8","IT LOOKS REALLY GOOD","14","1"
"2iD-tVS8NPw_9","AND THE REST OF IT DOES LOOK GOOD AS WELL","14","1"
"5W7Z1C_fDaE_1","PROBABLY ONE OF THE BALLSIEST PROBABLY ONE OF THE BALLSIEST FIMS OD SUNDANCE 2011","19","1"
"5W7Z1C_fDaE_10","ITS COMPLETELY DIFFERENT FROM ANYTHING WEVE EVER SEEN HIM DO BEFORE","19","1"
"5W7Z1C_fDaE_11","JOHN GOODMAN ABSOLUTELY AMAZING","19","1"
"5W7Z1C_fDaE_12","MELISSA LEO WILL HAVE YOU CREEPED OUT TO YOUR INNER CORE WITH HER TINY LITTLE SMILE","19","1"
"5W7Z1C_fDaE_13","ITS SO WELL DONE","19","1"
"5W7Z1C_fDaE_14","FOR ALL OF THOSE PEOPLE WHO ARE HATING ON IT I DONT KNOW WHAT THEY ARE COMPLAINING ABOUT IT","19","1"
"5W7Z1C_fDaE_15","ITS A HORROR FILM IA A TRUE SENSE","19","1"
"5W7Z1C_fDaE_16","AND IT IS ABSOLUTELY HORRIFYING","19","0"
"5W7Z1C_fDaE_17","UM IT IS IT IS DEFINATELY ONE OF THOSE FILMS THATS NOT GONNA BE EASY FOR YOU TO FIND","19","1"
"5W7Z1C_fDaE_18","ITS BEING RELEASED IN A VERY INTERESTING WAY","19","1"
"5W7Z1C_fDaE_19","WHENEVER IT COMES TO YOUR TOWN DO NOT MISS IT","19","1"
"5W7Z1C_fDaE_2","UM AS REALLY THE BEST WAY TO DESCRIBE THIS FILM IS ITS BIG","19","1"
"5W7Z1C_fDaE_20","ITS EXTREMLY WELL MADE","19","1"
"5W7Z1C_fDaE_21","ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY","19","1"
"5W7Z1C_fDaE_22","ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY AND EVEN NOW ITS A HORROR FILM","19","1"
"5W7Z1C_fDaE_23","ITS DEFINATELY GOT SOME FUN KEVIN SMITH MOMENTS IN IT FOR YOU TO LAUGH WITH UM","19","1"
"5W7Z1C_fDaE_24","YEAP ABSOLUTELY NOT TO BE MISSED","19","1"
"5W7Z1C_fDaE_3","ITS BOLD","19","1"
"5W7Z1C_fDaE_4","ITS STRONG","19","1"
"5W7Z1C_fDaE_5","IT MAKES BIG POWERFULS STATEMENTS","19","1"
"5W7Z1C_fDaE_6","IT DOESNT HOLD BACK","19","1"
"5W7Z1C_fDaE_7","EVERYTHING FROM THE WAY ITS BEING RELEASED TO THE PERFORMANCES AND TO THE STORY ITSELF IS ABSOLUTELY OVRT THE TOP IMPRESSIVE","19","1"
"5W7Z1C_fDaE_8","AND REALLY WELL DONE","19","1"
"5W7Z1C_fDaE_9","ITS A HUGE BREAK THROUGH FOR KEVIN SMITH","19","1"
"6Egk_28TtTM_1","I JUST GOT FINISHED WATCHING AN EXCELLENT MOVIE CALLED MARS NEEDS MOMS","30","1"
"6Egk_28TtTM_10","I AM EIGHT YEARS OLD AND I THOUGHT IT WAS REALLY S KIND OF SCARY","30","1"
"6Egk_28TtTM_11","AND I THINK I WHY I WOULD BE SCARED IS BECAUSE I WOULD FEEL SCARED AND KIND OF SAD IF I LOST MY OWN MOTHER","30","0"
"6Egk_28TtTM_12","BUT IT ALL TURNS OUT GREAT IN THE END","30","1"
"6Egk_28TtTM_2","AND MY FAVORITE CHARACTERS IN THE MOVIE WOULD HAVE TO BE MILO MILOS MOTHER AND GRIBBLE","30","1"
"6Egk_28TtTM_3","I LIKED GRIBBLE BECAUSE HE HELPED MILO GET MILOS MOTHER AWAY FROM THE ALIANS","30","1"
"6Egk_28TtTM_4","WHICH I THOUGHT WAS AWESOME","30","1"
"6Egk_28TtTM_5","AND MY FAVORITE PART IN THE MOVIE WAS WHEN MILO HAS TO SAVE GRIBBLE","30","1"
"6Egk_28TtTM_6","AND I WOULD RECOMMEND THIS MOVIE FOR AGES 3 AND UP","30","1"
"6Egk_28TtTM_7","BECAUSE IT IS A GOOD MOVIE","30","1"
"6Egk_28TtTM_8","AND IT DEPENDS WHAT AGE YOU ARE AND HOW YOU TO HOW YOU FEEL LIKE SEE THE MOVIE","30","1"
"6Egk_28TtTM_9","LIKE FOR EXAMPLE MY BROTHER IS FIVE YEARS OLD AND HE DIDNT THINK THIS MOVIE WAS SCARY AT ALL","30","0"
"6_0THN4chvY_1","AND SO I WAS KIND OF CURIOUS TO SEE MAYBE IF THAT WAS WHAT DISNEY WAS GOING FOR AND IT DEFINATELY WAS WHAT THAY WERE GOING FOR","46","1"
"6_0THN4chvY_10","UM THAT WAS PROBABLY PART OF THE TRAILER THAT GOT ME TO GO AND SEE THE MOVIE","46","1"
"6_0THN4chvY_11","BEACUSE I WANTED TO SEE HOW THEY COULD FRAME THAT","46","1"
"6_0THN4chvY_12","SO UM IF YOU HAVENT SEEN WINNIE THE POOH AND YOU LIKE FAMILY FILMS GO SEE IT","46","1"
"6_0THN4chvY_13","ITS A GREAT ONE","46","1"
"6_0THN4chvY_14","I DEFINATELY RECOMMEND IT","46","1"
"6_0THN4chvY_2","BUT I BET IF YOU PUT THEM NEXT TO THE NEW FILM THAT THE STYLE WOULD BE SIMILAR ENOUGH THAT YOU WOULDNT BE ABLE TO REALLY TELL WHAT THE DIFFERENCE IS","46","1"
"6_0THN4chvY_3","UM ITS ITS GREAT IF YOU REMEMBER THAT WAS OLD FILMS","46","1"
"6_0THN4chvY_4","WOULD BE GREAT FOR KIDS TOO","46","1"
"6_0THN4chvY_5","THE STORY IS PRETTY SIMPLE","46","1"
"6_0THN4chvY_6","WEVE GOT GREAT JOKES","46","1"
"6_0THN4chvY_7","UM FUNNY JOKES THAT THE KIDS WOULD GET","46","1"
"6_0THN4chvY_8","UM I LOVE THE SCENE WHERE EEYORE AND POOH THINK THAT OWL IS GETTING SICK","46","1"
"6_0THN4chvY_9","BECAUSE HE SAYS ISSUE AND THEY THINK HE IS SAYING AT YOU","46","0"
"73jzhE8R1TQ_1","UM SO THERE ARE THINGS THAT I LIKED ABOUT THE MOVIE BETTER THAN I LIKED ABOUT THE BOOK AND VICE VERSE","60","1"
"73jzhE8R1TQ_10","THE NUMBERS THEY AND THEY KIND OF STUCK TO THE BOOK OF IT SO I LIKE THAT","60","1"
"73jzhE8R1TQ_11","AND BUT XXX WERE TOO HOLLYWOOD FOR ME","60","0"
"73jzhE8R1TQ_12","LIKE TH THIS THING ISNT REALLY A BIG DEAL BUT UM I I DDINT LIKE THE FACT THAT JOHN HAD AN IPHONE","60","0"
"73jzhE8R1TQ_13","BECAUSE THINK ABOUT IT IF YOU IF YOUR TOP PRIORITY IS SURVIVAL THAN WHY WOULD YOU BE WORRIED ABOUT HAVING THE LATEST TECHNOLOGY YOU KNOW WHAT I MEAN","60","0"
"73jzhE8R1TQ_14","SO SINCE WERE NOT REALLY SURE WHAT THEIR FINANCIAL SITUATION IS THEY COULD BE LIKE SCRAPING BY OR THEY COULD BE TOTALLY RICH","60","1"
"73jzhE8R1TQ_15","BUT MY OPININ LIKE HE SHOULDNT HAVE AN IPHONE HE SHOULDNT CARE ABOUT THE LATEST TRENDS SO THATS REALLY WHAT THE LIEUTENANT XXX","60","0"
"73jzhE8R1TQ_16","I THOUGHT IT WAS ALL TOO COMMERCIAL IN THAT ASPECT","60","0"
"73jzhE8R1TQ_17","UM LIKE I SAID IT WASNT BIG DEAL","60","0"
