@RELATION activity
@ATTRIBUTE word1 NUMERIC
@ATTRIBUTE word2 NUMERIC
@ATTRIBUTE word3 NUMERIC
@ATTRIBUTE word4 NUMERIC
@ATTRIBUTE word5 NUMERIC
@ATTRIBUTE word6 NUMERIC
@ATTRIBUTE word7 NUMERIC
@ATTRIBUTE word8 NUMERIC
@ATTRIBUTE word9 NUMERIC
@ATTRIBUTE word10 NUMERIC
@ATTRIBUTE word11 NUMERIC
@ATTRIBUTE word12 NUMERIC
@ATTRIBUTE word13 NUMERIC
@ATTRIBUTE word14 NUMERIC
@ATTRIBUTE word15 NUMERIC
@ATTRIBUTE word16 NUMERIC
@ATTRIBUTE word17 NUMERIC
@ATTRIBUTE word18 NUMERIC
@ATTRIBUTE word19 NUMERIC
@ATTRIBUTE word20 NUMERIC
@ATTRIBUTE word21 NUMERIC
@ATTRIBUTE word22 NUMERIC
@ATTRIBUTE word23 NUMERIC
@ATTRIBUTE word24 NUMERIC
@ATTRIBUTE word25 NUMERIC
@ATTRIBUTE word26 NUMERIC
@ATTRIBUTE word27 NUMERIC
@ATTRIBUTE word28 NUMERIC
@ATTRIBUTE word29 NUMERIC
@ATTRIBUTE word30 NUMERIC
@ATTRIBUTE word31 NUMERIC
@ATTRIBUTE word32 NUMERIC
@ATTRIBUTE word33 NUMERIC
@ATTRIBUTE word34 NUMERIC
@ATTRIBUTE word35 NUMERIC
@ATTRIBUTE word36 NUMERIC
@ATTRIBUTE word37 NUMERIC
@ATTRIBUTE word38 NUMERIC
@ATTRIBUTE word39 NUMERIC
@ATTRIBUTE word40 NUMERIC
@ATTRIBUTE word41 NUMERIC
@ATTRIBUTE word42 NUMERIC
@ATTRIBUTE word43 NUMERIC
@ATTRIBUTE word44 NUMERIC
@ATTRIBUTE word45 NUMERIC
@ATTRIBUTE word46 NUMERIC
@ATTRIBUTE word47 NUMERIC
@ATTRIBUTE word48 NUMERIC
@ATTRIBUTE word49 NUMERIC
@ATTRIBUTE word50 NUMERIC
@ATTRIBUTE word51 NUMERIC
@ATTRIBUTE word52 NUMERIC
@ATTRIBUTE word53 NUMERIC
@ATTRIBUTE word54 NUMERIC
@ATTRIBUTE word55 NUMERIC
@ATTRIBUTE word56 NUMERIC
@ATTRIBUTE word57 NUMERIC
@ATTRIBUTE word58 NUMERIC
@ATTRIBUTE word59 NUMERIC
@ATTRIBUTE word60 NUMERIC
@ATTRIBUTE word61 NUMERIC
@ATTRIBUTE word62 NUMERIC
@ATTRIBUTE word63 NUMERIC
@ATTRIBUTE word64 NUMERIC
@ATTRIBUTE word65 NUMERIC
@ATTRIBUTE word66 NUMERIC
@ATTRIBUTE word67 NUMERIC
@ATTRIBUTE word68 NUMERIC
@ATTRIBUTE word69 NUMERIC
@ATTRIBUTE word70 NUMERIC
@ATTRIBUTE word71 NUMERIC
@ATTRIBUTE word72 NUMERIC
@ATTRIBUTE word73 NUMERIC
@ATTRIBUTE class {0,1}
@DATA
135.0,0.72826,0.043316,0.17363,-7.3668,0.48696,0.1066,-0.21203,1.3416,0.47654,0.25357,-6.679,2.3934,-1.2087,0.33646,-0.58515,-0.40015,0.17999,-0.65083,0.18603,-0.20351,-0.026272,0.085787,-0.10657,-0.018252,0.085715,0.014742,-0.027797,0.12421,-0.081177,0.00089988,0.034649,-0.023547,0.015824,0.01245,-0.00072816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010805,-0.020641,-0.029692,-0.24916,0.51824,0.11546,0.67768,0.47605,1.0049,0.56613,0.96907,0.15663,0.56901,-0.29039,0.26586,-0.16572,-0.064422,-0.37088,-1.0631,-0.91993,-0.91153,-0.84655,-0.7509,-0.64774,-0.50918,-0.44112,-0.37667,-0.28867,-0.20053,1
150.72,0.59514,0.035547,0.14235,-3.6513,0.36095,0.11381,-0.1586,1.4711,0.48726,0.1539,-6.5752,2.0837,-1.2859,0.19567,-0.5639,-0.46517,0.27846,-0.55022,0.19856,-0.12718,-0.01503,0.051488,-0.058496,-0.076828,0.11213,0.0098447,-0.00099187,0.098495,-0.11524,4.3867e-05,0.02721,-0.030665,0.055457,0.013876,-0.033461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016493,0.005296,-0.029544,0.020738,0.021207,1.2498,0.91881,1.1068,1.2485,0.032624,0.64766,0.57162,0.40278,0.45739,0.49897,0.26303,0.3512,0.67818,-0.33588,-1.1147,-0.98269,-0.9737,-0.87305,-0.7475,-0.67521,-0.53838,-0.43667,-0.35947,-0.25498,-0.16381,1
234.52,0.7313,0.066257,0.31088,0.31343,0.37612,0.13229,-0.084738,1.497,0.48307,0.095567,-5.6902,1.227,-0.59928,0.13053,-0.26285,-0.35253,0.23089,-0.33677,0.16562,-0.04515,-0.033232,0.11906,-0.14854,0.069449,0.014248,-0.046618,0.01523,0.048361,-0.055637,0.05873,-0.057233,0.038137,-0.0097449,0.004968,0.00045615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028624,0.013161,0.059431,0.15687,0.28575,0.45051,0.62109,0.97504,1.0968,0.89762,0.80416,1.2947,0.96951,1.0395,1.3212,-0.41465,0.51731,-0.52732,-1.5056,-1.327,-1.1971,-0.95907,-0.71841,-0.53285,-0.34175,-0.20163,-0.077023,0.0037784,0.060403,1
166.58,0.70622,0.049037,0.20539,-3.2315,0.44435,0.12458,-0.17256,1.5346,0.49922,0.12472,-6.4284,1.6781,-0.82218,0.27836,-0.54587,-0.40346,0.23537,-0.4419,0.17143,-0.12714,0.027656,0.055315,-0.069533,-0.016887,0.027034,0.013399,0.0048796,0.064124,-0.058918,-0.0057652,0.021237,-0.017733,0.011956,0.026921,-0.034629,0.0,0.0,0.0,0.0,0.0,-1.0087e-06,0.00011773,0.00069072,0.0051751,-0.0031397,0.0049404,0.069857,0.72619,0.80618,0.9162,0.52532,0.76164,0.67837,0.51638,0.53106,0.52019,0.5801,0.7517,0.63725,0.65063,-0.34508,-1.238,-1.0872,-1.0546,-0.90078,-0.77267,-0.67314,-0.52458,-0.42765,-0.31567,-0.20872,-0.12977,1
170.79,0.76567,0.045247,0.22709,-2.9222,0.4355,0.1295,-0.1435,1.566,0.50295,0.097335,-6.3511,1.4229,-0.82702,0.29909,-0.54216,-0.17966,0.068769,-0.30861,0.17865,-0.10569,-0.0037068,0.01735,-0.0371,-0.0062837,0.057997,-0.046859,0.030092,0.054313,-0.067848,0.0075308,0.0072593,-0.0089964,0.013678,0.018428,-0.021012,0.0,0.0,0.0,0.0,0.0,0.0,0.00015966,0.001713,0.0075453,-0.0032499,-0.0024227,0.081215,0.69371,0.79387,1.0382,0.85309,0.41397,0.5069,0.73899,0.55282,0.73089,0.85334,0.63677,0.60151,0.529,-0.36984,-1.2526,-1.0878,-1.0537,-0.91324,-0.7795,-0.6678,-0.51498,-0.40799,-0.30118,-0.20879,-0.12079,1
174.29,0.80677,0.05864,0.26691,-2.1073,0.4121,0.12822,-0.1614,1.5658,0.51573,0.1089,-6.3081,1.8564,-1.0414,0.35815,-0.42275,-0.48126,0.24656,-0.50375,0.29998,-0.14719,-0.030711,0.073578,-0.077254,0.03483,0.046416,-0.061562,0.027848,0.074727,-0.084466,0.042944,-0.011084,-0.0010192,-0.004846,0.029212,-0.022023,0.0,0.0,0.0,0.0,0.0,0.0,0.00021725,0.0015889,0.0097903,0.032051,0.17516,0.21681,0.62192,0.86571,0.97043,1.2123,1.1299,1.088,1.138,1.0918,0.99836,1.1747,1.2909,0.38706,0.91682,-0.42461,-1.3218,-1.1237,-1.0911,-0.91446,-0.75934,-0.65879,-0.47774,-0.37773,-0.24394,-0.15341,-0.095095,1
180.52,0.70978,0.053348,0.25191,-2.5472,0.39458,0.1147,-0.16214,1.5656,0.49613,0.041654,-6.5136,1.7671,-0.86698,0.14726,-0.45612,-0.41624,0.46218,-0.4536,0.22958,-0.13504,0.014086,0.11089,-0.12593,0.047525,0.032833,-0.064471,0.02858,0.055926,-0.061675,0.037466,-0.040634,0.022312,-0.01306,0.026724,-0.00073281,0.0,0.0,0.0,0.0,0.0,0.0,0.00012066,0.00059479,0.0009745,-0.011044,0.038284,0.44525,0.68088,0.78031,1.1173,1.0453,0.84263,0.72436,0.19028,0.7903,0.66366,0.55804,1.0204,1.2839,0.29196,-0.4235,-1.3106,-1.1299,-1.0663,-0.89979,-0.75383,-0.62275,-0.45894,-0.36339,-0.2646,-0.16466,-0.074536,1
165.23,0.67514,0.038561,0.17066,-3.6957,0.42726,0.12518,-0.15667,1.5107,0.4894,0.134,-6.4278,1.4514,-0.65879,0.12234,-0.4951,-0.41351,0.19792,-0.44334,0.094612,-0.062658,-0.055658,0.14329,-0.1109,0.043168,0.0061893,-0.011272,0.014306,0.044737,-0.041818,-0.017678,0.0099891,0.020692,-0.013006,0.031828,-0.025045,0.0,0.0,0.0,0.0,0.0,2.5352e-05,0.0018317,0.0047526,0.0058225,-0.029388,-0.11673,-0.12389,0.56327,0.82356,0.64959,0.88709,1.0216,0.87545,0.60005,0.51541,0.48236,0.86685,0.77435,-0.068681,0.62153,-0.29672,-1.1741,-1.0492,-1.0063,-0.87534,-0.75407,-0.66879,-0.53382,-0.43128,-0.34221,-0.25356,-0.16823,1
155.23,0.69785,0.022402,0.10292,-4.1954,0.5943,0.12801,-0.16456,1.5422,0.48848,0.10569,-6.4355,1.4438,-0.57167,0.070614,-0.28838,-0.67573,0.27699,-0.46502,0.059593,0.022489,-0.15192,0.22884,-0.19066,0.090958,-0.016165,0.0089856,-0.02068,0.07417,-0.073652,-0.014443,0.024933,-0.024028,0.04964,-0.0011937,-0.001734,0.0,0.0,0.0,0.0,0.0,0.00017979,-0.00078544,-0.0003665,0.0025949,-0.050245,-0.23126,-0.41765,0.58507,0.74226,0.67249,0.81242,0.47657,0.44615,0.34025,0.57796,0.28265,0.37303,0.47444,0.56223,0.41485,-0.29828,-1.143,-0.99679,-0.9566,-0.84931,-0.72928,-0.66546,-0.53181,-0.45159,-0.3676,-0.27555,-0.2128,1
138.54,0.72647,0.037402,0.15592,-4.5867,0.44146,0.11337,-0.16241,1.4897,0.47167,0.23509,-6.4624,1.5437,-0.78882,0.072699,-0.32225,-0.64674,0.19127,-0.59743,0.15268,-0.096478,-0.12097,0.23754,-0.25923,0.14556,-0.030506,0.039096,-0.020048,0.077996,-0.0079023,-0.049449,-0.014051,0.043661,-0.019674,0.048674,-0.024507,0.0,0.0,0.0,0.0,0.0,-0.0013812,-0.0033019,-0.0047011,-0.0027434,0.011815,0.097149,0.2602,0.38108,0.29636,0.58664,0.89964,0.94653,0.45232,0.081742,0.78885,0.64145,0.53266,0.35112,0.27467,0.52941,-0.30088,-1.0847,-0.95381,-0.91262,-0.83937,-0.74328,-0.67152,-0.54488,-0.46763,-0.38776,-0.29117,-0.21832,1
299.17,0.4939,0.075086,0.26194,1.2955,0.28255,0.11227,-0.14025,1.3445,0.43864,0.26608,-5.5541,1.798,-0.41933,0.17361,-0.18675,-0.37282,0.24659,-0.38559,0.32508,-0.064392,-0.03872,0.185,-0.25033,0.16524,-0.091879,0.064578,-0.057655,0.045638,-0.011638,-0.0068081,-0.0017216,0.014159,-0.017066,0.016088,-0.011271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3708e-05,-0.0054637,-0.012295,0.0049877,0.048722,0.13914,0.74679,0.058422,0.081286,0.87797,1.2306,1.3302,0.61268,0.20908,0.67871,-0.44016,1.2675,-0.68027,-1.7345,-1.5076,-1.2162,-0.90572,-0.60795,-0.39199,-0.13361,-0.016625,0.089168,0.14399,0.16383,1
223.91,0.58515,0.056869,0.22843,-1.8208,0.3993,0.12518,-0.11083,1.4292,0.47206,0.07861,-6.0321,1.5507,-0.57591,-0.17179,-0.024897,-0.74587,0.36872,-0.45383,0.14274,0.21383,-0.30145,0.42539,-0.33124,0.099694,0.044404,-0.14302,0.10542,0.014908,-0.027749,0.018773,-0.018158,0.00096699,0.015672,-0.024046,0.026385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041761,0.017626,0.036206,0.079352,0.1126,0.38608,0.7814,0.49757,0.69766,1.0895,0.29767,0.39958,0.55249,1.4459,1.4186,-0.13647,1.3228,-0.54131,-1.4733,-1.3188,-1.1552,-0.94881,-0.71139,-0.55259,-0.32383,-0.19397,-0.078236,0.023676,0.05541,1
219.54,0.66481,0.046557,0.19218,-1.9444,0.41398,0.13053,-0.12683,1.5439,0.48649,0.086139,-6.074,1.219,-0.40429,0.028898,-0.10455,-0.33636,0.15512,-0.39779,0.031081,0.048907,-0.1515,0.22666,-0.10842,0.047056,-0.014731,0.016166,-0.042342,0.066316,-0.02644,-0.0068166,0.017476,-0.012482,-0.00642,0.029802,-0.029865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00050301,0.0023158,0.01094,0.078471,0.14396,0.22195,0.13977,0.60294,1.0019,0.67907,0.58251,0.21446,0.66661,0.47699,0.82609,1.0273,0.79987,1.168,-0.44821,-1.4247,-1.2504,-1.1277,-0.94506,-0.75016,-0.59184,-0.39563,-0.26897,-0.1574,-0.056088,-0.0069332,1
186.16,0.84795,0.060342,0.25686,-2.0655,0.42945,0.11847,-0.1536,1.4568,0.47416,0.015928,-5.8239,1.4415,-0.49864,0.17903,-0.013606,-0.62721,0.23847,-0.47326,0.080965,0.020186,-0.12141,0.28623,-0.11429,0.04503,0.0090843,0.055994,-0.12604,0.08888,-0.025776,-0.04122,0.06627,-0.05321,0.028237,0.013663,-0.038451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010282,0.1231,0.3707,0.76369,1.0263,0.73852,0.34688,0.48275,0.58805,1.0607,1.3478,0.87623,1.35,1.2808,0.14992,1.5923,-0.53365,-1.3858,-1.2265,-1.1428,-0.95168,-0.73175,-0.63064,-0.41019,-0.24555,-0.11348,-0.0082042,0.040111,1
261.69,0.71728,0.041753,0.21265,-1.5711,0.35476,0.11076,-0.15838,1.4641,0.46616,0.024685,-5.6576,1.3537,-0.30227,0.41671,0.014854,-0.52825,0.24935,-0.36706,0.022314,0.062668,-0.2673,0.28119,-0.058184,-0.041134,0.079188,-0.0048704,-0.044504,0.077262,-0.095634,0.057445,-0.016612,-0.027436,0.062699,-0.052111,0.032453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016675,0.011876,0.062064,0.15732,0.37901,0.13328,-0.028807,0.41688,0.10996,0.89416,0.71007,0.63777,0.33359,0.91419,0.7575,1.1242,0.49273,-0.50572,-1.4134,-1.2313,-1.0456,-0.87451,-0.68668,-0.57775,-0.41432,-0.34942,-0.21153,-0.09355,-0.0022819,1
164.98,0.69752,0.043449,0.19292,-2.7968,0.41629,0.12594,-0.15748,1.5625,0.48836,0.065624,-6.2547,1.345,-0.65736,0.22402,-0.25783,-0.50387,0.14133,-0.4932,0.099216,-0.020041,-0.057951,0.15979,-0.051722,0.020203,-0.021712,0.037022,-0.07099,0.064326,-0.005104,-0.036696,0.022371,0.0075799,-0.012404,0.050797,-0.05975,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003399,-0.00097093,-0.0021586,-0.057295,-0.22297,-0.28,0.48319,0.46728,0.49857,0.73894,0.85738,0.57477,0.29953,0.35805,0.39409,0.60867,0.60592,0.15667,0.52847,-0.36382,-1.2634,-1.0873,-1.0376,-0.91482,-0.76955,-0.66004,-0.51614,-0.40889,-0.29468,-0.19187,-0.11686,1
289.16,0.39683,0.036959,0.17429,-1.4064,0.30214,0.093196,-0.19704,1.3835,0.45532,0.12558,-5.8458,1.8066,-0.32001,0.057173,-0.037142,-0.32006,0.23254,-0.38186,-0.01416,0.091616,-0.019227,0.17205,-0.16417,0.11278,-0.066206,0.046175,-0.049732,0.034753,-0.0041431,-0.038225,0.056491,-0.049595,0.045597,-0.028819,-0.00080177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011692,0.046979,0.13285,0.20799,0.20209,0.37167,0.81944,0.93446,0.57118,0.73404,-0.44022,0.59925,-0.66416,-0.70733,-0.29814,0.6645,-0.55063,-1.4495,-1.326,-1.1279,-0.90783,-0.67526,-0.48648,-0.31766,-0.22215,-0.096636,0.036883,0.053277,1
187.84,0.71429,0.042386,0.17722,-3.375,0.42316,0.10862,-0.17375,1.5313,0.48723,0.044176,-6.0451,1.7664,-0.57744,-0.077672,-0.47502,-0.3741,0.38753,-0.54653,0.11414,0.10834,-0.046519,0.238,-0.26061,0.13378,-0.042261,-0.017135,-0.10198,0.18008,-0.098396,-6.2083e-05,0.013558,-0.028755,0.065692,-0.039579,0.018214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032263,-0.0010362,-0.037259,-0.025816,0.23182,0.61823,0.40929,0.28062,1.2266,1.1119,0.54088,0.47186,-0.16433,0.78283,0.83468,0.68644,0.51914,0.91893,-0.4202,-1.2172,-1.0841,-1.0293,-0.89353,-0.75042,-0.64501,-0.48545,-0.38378,-0.25125,-0.16506,-0.10804,1
